NAME,REGISTERED POSITION,HEIGHT,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,AGE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ID,CLUB TEAM,Market Value,Salary,Contract Years Remaining,Yearly Wage Raise
Ferrari,3,183,58,79,81,83,81,82,80,77,70,74,71,72,72,70,60,77,67,59,59,73,87,70,57,67,50,68,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,5,4,2629,A.S. Roma,7908179,3855000,5,0.015
Marsili,5,180,58,63,70,77,74,73,72,71,63,62,65,66,64,63,50,73,52,60,57,67,71,70,55,60,50,60,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,19,5,5,2630,A.S. Roma,5801506,1252000,2,0.023
David Pizarro,7,168,78,58,74,82,77,77,76,82,87,75,91,85,88,84,70,78,73,73,76,66,72,88,70,73,50,83,7,6,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,A,27,6,5,2631,A.S. Roma,17061754,9145000,2,0.075
Faty,5,192,62,65,78,77,75,71,72,75,73,72,72,71,74,73,57,77,61,55,60,75,74,74,62,64,50,65,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,20,5,5,2632,A.S. Roma,8114747,1729000,5,0.04
Aquilani,7,186,71,57,70,82,83,81,70,76,82,78,82,75,79,80,72,83,84,75,78,70,71,84,77,70,50,75,5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,22,7,6,2633,A.S. Roma,19501133,6586000,4,0.043
Rosi,4,180,67,52,72,78,81,78,71,76,78,76,72,71,73,73,63,77,64,64,66,67,74,76,68,67,50,69,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,19,5,5,2634,A.S. Roma,10119749,2516000,2,0.009
Cassetti,4,187,77,65,82,87,82,73,73,74,77,79,75,77,80,77,67,84,68,72,78,80,75,80,76,74,50,85,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,5,5,2635,A.S. Roma,9213000,6920000,5,0.067
Tonetto,4,180,75,61,74,85,84,80,75,80,78,82,72,73,81,78,72,84,71,70,75,74,78,77,75,78,50,82,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A,31,5,6,2636,A.S. Roma,4817667,5488000,2,0.037
Montella,12,172,90,33,70,86,85,88,93,88,87,84,78,80,76,76,90,75,88,75,72,87,86,88,93,74,50,85,6,4,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,B,32,7,6,2637,A.S. Roma,14368734,28611000,1,0.065
Okaka,12,182,68,33,78,73,82,81,72,84,83,81,77,75,76,74,72,78,76,70,73,68,78,84,79,64,50,64,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,17,5,5,2638,A.S. Roma,21507802,3411000,5,0.012
Galasso,12,182,70,30,78,74,77,76,77,77,73,74,72,65,67,63,71,77,70,60,55,70,75,75,77,67,50,60,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,22,5,5,2639,A.S. Roma,5841489,1940000,5,0.013
Zotti,0,190,30,81,85,60,65,68,88,66,40,47,56,58,55,67,38,78,37,40,39,40,78,53,52,70,80,70,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,4,4,2640,Sampdoria,4529144,1594000,4,0.038
Virga,8,181,68,56,73,81,82,81,76,75,73,75,70,68,70,65,68,80,67,63,60,73,74,74,80,67,50,68,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,20,5,5,2641,A.S. Roma,10975164,2930000,3,0.037
Castellazzi,0,191,30,82,83,63,69,69,86,76,48,45,52,51,62,57,38,72,36,36,38,44,75,47,58,69,80,68,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,31,4,4,2642,Sampdoria,1370914,1535000,2,0.037
Falcone,3,184,54,83,84,81,73,74,76,71,70,65,68,79,75,74,54,78,66,56,62,73,77,68,60,74,50,76,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,32,5,5,2643,Sampdoria,2557177,4333000,3,0.01
Sala,3,188,59,80,85,76,70,67,75,68,67,67,66,75,70,72,61,80,65,57,55,83,73,71,60,80,50,75,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,32,5,5,2644,Sampdoria,2103428,3245000,3,0.05
Zenoni,4,182,66,70,80,85,82,75,68,72,75,80,77,79,80,78,62,80,63,60,70,75,76,76,72,72,50,80,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,5,6,2645,Sampdoria,6297000,3537000,3,0.039
Accardi,4,182,47,75,72,85,83,80,76,77,70,77,66,72,73,75,52,77,57,52,59,66,80,70,66,68,50,73,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,24,4,4,2646,Sampdoria,8239955,2727000,4,0.032
Volpi,7,174,70,72,71,83,74,73,80,73,75,70,83,87,88,79,69,86,75,78,76,69,76,83,64,80,50,86,7,7,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,A,32,5,5,2647,Sampdoria,4495872,8397000,3,0.039
Palombo,5,177,63,74,78,86,74,76,78,75,73,70,74,75,74,77,66,83,60,65,62,67,74,75,65,70,50,70,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,25,5,5,2648,Sampdoria,7588883,2942000,5,0.003
Bonanni,8,190,70,56,82,80,80,72,71,75,78,82,73,70,76,79,65,85,66,66,65,66,72,76,70,70,50,72,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,24,4,4,2649,Sampdoria,8425238,2883000,3,0.011
Flachi,12,172,85,35,75,83,78,84,85,85,82,75,82,76,82,75,83,78,88,79,76,76,77,86,85,89,50,85,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,A,31,5,6,2650,Sampdoria,10122402,12858000,2,0.041
Bonazzoli,12,192,82,45,87,80,75,76,82,72,72,69,75,72,65,67,80,82,89,64,51,91,75,79,77,73,50,75,5,5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,27,5,6,2651,Sampdoria,10067693,5428000,5,0.042
Berti,0,189,30,83,83,58,60,65,84,63,39,45,56,54,55,60,35,75,35,35,44,40,71,35,48,75,80,74,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,39,4,4,2652,Sampdoria,26575,1939000,2,0.025
Terlizzi,3,187,62,82,86,83,73,69,70,67,65,64,66,68,65,72,64,77,66,55,50,87,77,66,59,72,50,76,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,4,4,2653,Sampdoria,8505153,3568000,2,0.022
Maggio,4,182,69,68,74,86,81,80,70,73,80,77,70,68,70,72,60,75,59,53,62,73,82,73,78,72,50,72,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,5,5,2654,Sampdoria,8075259,2716000,4,0.049
Pieri,4,183,67,65,80,84,81,84,67,72,78,79,67,74,68,75,58,75,56,52,60,66,72,76,77,65,50,67,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,28,4,4,2655,Sampdoria,4783229,2692000,3,0.01
Parola,5,179,67,65,74,81,73,73,72,70,72,65,76,76,77,75,60,75,60,52,60,69,75,70,60,66,50,69,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,27,4,4,2656,Sampdoria,3511203,1823000,4,0.012
Soddimo,8,175,66,52,66,75,76,74,68,73,74,75,63,65,66,67,60,72,61,59,65,63,70,72,71,63,50,64,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,19,5,5,2657,Sampdoria,6413862,1215000,4,0.038
G. Delvecchio,7,174,66,66,71,81,75,73,71,72,74,73,78,74,81,73,67,76,65,73,75,65,74,78,60,66,50,71,5,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,28,5,5,2658,Sampdoria,4111311,2732000,4,0.002
Franceschini,8,180,75,56,80,80,79,77,76,75,77,78,72,76,75,78,70,81,70,71,73,77,76,75,78,74,50,81,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,30,4,4,2659,Sampdoria,4658494,3791000,4,0.018
Bastrini,3,186,50,69,77,76,74,73,73,66,66,63,65,64,65,66,56,71,57,52,55,70,71,66,58,64,50,64,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,19,5,5,2660,Sampdoria,6005624,1539000,3,0.003
Bazzani,12,185,80,35,86,80,74,73,78,72,74,69,70,76,66,70,79,86,83,52,63,85,84,79,80,76,50,72,6,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,30,5,5,2661,Sampdoria,5374229,4412000,3,0.042
Foti,12,192,74,33,78,78,75,72,76,73,75,71,72,65,68,69,73,76,76,61,65,75,76,80,78,69,50,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,18,4,4,2662,Sampdoria,10510394,1785000,5,0.02
Quagliarella,12,182,75,37,72,81,78,80,80,78,74,75,68,66,67,65,76,77,75,62,59,75,77,74,78,66,50,69,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,22,5,5,2663,Sampdoria,8254136,2869000,4,0.026
Manninger,0,188,30,85,83,60,66,68,88,66,41,57,45,53,50,66,39,83,38,37,36,42,80,50,54,70,82,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,4,4,2664,Siena,3795000,2310000,3,0.005
Gastaldello,3,185,58,70,79,83,74,74,73,71,71,75,68,65,73,67,60,76,61,60,65,70,77,72,62,69,50,73,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,23,5,5,2665,Siena,5935511,2083000,2,0.05
Portanova,3,185,59,77,85,80,74,69,75,75,68,69,68,71,67,74,63,78,67,61,62,82,82,71,60,70,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,5,5,2666,Siena,5828384,3214000,4,0.009
Bertotto,3,180,60,82,80,80,77,74,77,75,69,72,72,78,74,76,60,78,60,57,63,78,83,73,59,78,50,82,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,B,32,5,5,2667,Siena,3079517,5654000,1,0.039
Falsini,4,175,72,63,69,87,80,77,70,76,76,78,72,71,71,70,62,78,60,60,69,65,72,73,70,69,50,74,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,31,6,6,2668,Catania,2125539,2119000,2,0.034
Brevi,5,181,65,68,78,83,75,75,76,73,74,71,75,73,72,72,60,76,63,60,65,67,74,74,67,73,50,77,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,36,5,5,2669,Siena,215926,2310000,1,0.025
Vergassola,7,174,72,67,72,85,78,79,79,76,76,76,75,79,76,76,73,85,72,66,62,78,81,78,68,76,50,81,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,30,5,5,2670,Siena,5746230,5220000,2,0.037
Alberto ,8,181,72,60,73,82,82,75,72,77,82,83,70,73,68,72,64,82,70,62,70,66,72,80,72,68,50,72,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,31,5,5,2671,Siena,2723605,3415000,1,0.008
Candela,4,180,72,68,78,85,77,79,72,74,83,78,75,81,80,82,72,85,75,75,80,75,75,80,69,67,50,83,6,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,B,33,5,5,2672,Siena,2406795,5739000,2,0.006
Bogdani,12,192,78,36,84,83,76,70,76,71,74,70,73,68,65,67,77,82,78,60,55,83,77,76,73,67,50,72,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,5,5,2673,Chievo Verona,4401000,3160000,4,0.047
Chiesa,11,176,86,39,74,83,82,83,84,83,81,78,78,76,83,85,88,86,90,84,85,76,76,84,86,83,50,77,7,6,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,A,35,5,6,2674,Siena,2956109,19191000,1,0.036
Pavarini,0,188,30,80,82,60,66,69,86,71,41,52,47,50,58,67,39,84,44,37,40,40,79,45,59,73,79,75,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,32,4,4,2675,Siena,982538,1702000,1,0.043
Negro,3,182,58,77,82,78,74,72,72,69,68,70,69,70,70,72,61,78,59,59,58,77,80,69,62,75,50,79,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B,34,4,5,2676,Siena,727017,3359000,2,0.017
Molinaro,4,178,66,62,74,79,77,75,67,74,74,77,70,66,75,69,52,75,53,63,66,67,72,74,65,68,50,65,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,4,4,2677,Siena,5359135,1754000,5,0.007
D'Aversa,5,185,72,64,82,81,75,73,72,69,76,72,79,77,81,81,69,84,68,74,75,67,76,80,72,70,50,74,5,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,31,5,5,2678,Messina,3297650,3374000,2,0.043
Antonini,4,182,62,60,82,78,81,79,65,74,74,79,73,80,73,73,62,76,60,60,62,65,74,75,70,66,50,64,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,5,5,2679,Siena,6785996,2265000,3,0.0
Locatelli,9,175,78,42,73,76,77,80,72,80,88,74,86,75,81,78,70,78,72,81,84,60,69,88,72,71,50,69,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,30,4,4,2680,Siena,7408363,5412000,5,0.005
Cozza,9,181,78,47,76,73,76,75,78,74,83,73,81,81,80,81,77,81,78,81,80,72,71,82,80,80,50,72,6,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,32,5,5,2681,Siena,3714415,5432000,1,0.064
Giovinco,9,164,67,41,69,75,81,83,73,83,80,79,81,66,76,67,64,77,65,76,81,64,67,84,68,68,50,66,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,19,5,5,2682,Juventus,17957905,3269000,3,0.006
Frick,12,182,77,40,76,81,75,77,80,75,75,73,70,70,66,68,79,77,80,64,60,83,80,78,78,70,50,75,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,32,5,5,2683,Siena,1908796,3481000,1,0.036
Corvia,12,183,72,35,79,76,77,75,76,74,70,70,68,68,64,67,74,81,78,60,60,77,80,75,85,71,50,65,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,21,5,5,2684,Siena,9309441,2775000,3,0.019
Abbiati,0,191,30,87,91,65,64,68,92,73,46,40,41,44,57,60,43,80,42,39,41,46,80,44,60,66,83,67,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,29,4,4,2685,Torino,5689500,3921000,5,0.001
Brevi,3,182,48,77,78,72,69,67,80,67,65,62,65,70,68,71,54,74,57,54,50,77,69,68,60,82,50,80,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,38,5,5,2686,Torino,56847,2542000,2,0.045
Doudou,3,187,47,73,83,81,72,73,67,71,67,65,63,66,65,72,52,77,51,60,62,72,78,65,53,63,50,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,30,5,5,2687,Torino,2225222,2301000,2,0.035
Comotto,4,181,67,69,75,83,87,86,69,78,72,80,68,74,71,74,60,78,63,60,66,70,83,70,71,70,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,5,5,2688,Torino,5855745,4036000,3,0.038
Pancaro,4,186,68,77,82,80,75,76,75,72,70,76,73,70,78,80,63,82,60,60,74,80,77,75,68,70,50,86,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,35,6,6,2689,Torino,701570,3643000,1,0.0
De Ascentis,7,180,67,66,76,86,76,75,73,75,78,73,78,75,77,72,62,78,62,60,65,70,78,78,65,76,50,83,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,A,30,5,5,2690,Torino,4167769,3689000,3,0.012
Lazetic,8,178,75,66,73,86,84,86,72,83,82,81,78,76,77,76,72,81,75,76,80,72,75,84,75,72,50,72,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,28,7,7,2691,Torino,11084260,7440000,2,0.062
Music,8,169,72,55,73,76,83,83,72,83,82,80,72,70,79,80,71,78,69,60,63,64,73,78,84,72,50,67,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,33,6,6,2692,Torino,1704880,4348000,1,0.023
Rosina,8,175,73,46,72,78,82,84,75,85,83,82,76,77,80,80,70,77,74,76,80,66,72,80,76,69,50,70,4,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,22,5,5,2693,Torino,17590029,4691000,2,0.031
Stellone,12,184,77,38,84,79,80,74,80,75,74,78,69,75,70,72,74,80,77,56,65,77,82,80,83,73,50,72,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,29,6,6,2694,Torino,5781000,3093000,5,0.046
Taibi,0,190,45,84,85,62,67,69,87,74,48,50,54,61,67,64,44,79,47,40,45,68,84,54,65,82,81,78,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,36,4,4,2695,Torino,243835,3333000,2,0.016
Franceschini,3,188,48,77,86,80,72,72,72,70,60,67,66,70,68,75,54,80,60,51,47,78,77,67,56,72,50,74,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,A,29,5,5,2696,Torino,4251000,3186000,3,0.048
Melara,3,187,55,76,82,78,75,70,74,68,66,68,68,78,70,68,56,77,57,44,45,82,76,67,58,73,50,69,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,5,5,2697,Ascoli,4071411,2569000,2,0.044
Orfei,4,182,65,60,75,82,75,70,68,72,67,72,66,67,72,70,62,73,63,60,69,65,74,67,61,68,50,67,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,30,5,5,2698,Torino,1778595,1643000,5,0.033
Gallo,5,176,74,65,73,76,74,74,76,77,73,76,81,76,82,76,70,77,74,77,80,65,74,80,67,73,50,76,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,36,5,5,2699,Torino,317538,3594000,2,0.025
Ardito,5,176,64,68,74,81,76,76,80,76,72,65,73,75,75,74,65,76,68,66,68,74,78,75,65,74,50,72,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,29,4,5,2700,Torino,4078500,2380000,4,0.043
Balestri,6,178,68,69,73,85,81,74,70,73,74,77,67,73,73,73,65,76,63,56,66,66,82,72,72,73,50,80,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,A,31,5,5,2701,Torino,2599353,3497000,2,0.034
Dickoh,3,187,50,72,86,76,75,73,72,69,66,64,63,67,62,66,55,77,55,55,50,75,82,62,53,67,50,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,5,5,2702,FC Utrecht,6113082,2335000,4,0.027
Fiore,9,181,80,55,80,83,75,78,80,78,86,72,88,82,88,80,80,78,88,85,85,66,67,85,77,72,50,92,7,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,B,31,6,6,2703,Livorno,12516325,16464000,3,0.08
Muzzi,12,178,80,39,81,77,81,80,82,81,78,80,69,72,68,69,80,85,82,77,76,72,80,81,78,78,50,77,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,35,5,5,2704,Torino,863756,5150000,2,0.011
Abbruscato,12,181,76,36,76,83,78,82,76,75,74,77,67,68,65,66,75,76,76,63,66,74,77,76,72,67,50,72,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,25,5,5,2705,Torino,5760838,2468000,4,0.001
De Sousa,12,178,72,35,71,71,85,83,75,78,78,76,67,64,66,69,72,77,70,63,64,67,79,78,75,62,50,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,5,5,2706,Torino,8652088,2347000,3,0.014
A. Fontana,0,188,30,73,83,61,63,65,80,62,47,45,46,45,50,56,35,79,38,35,37,40,74,47,58,75,76,66,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,31,4,4,2707,Torino,738057,853000,3,0.026
Quadri,7,180,60,60,60,60,79,76,60,74,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,5,4,2708,Lazio,3539766,1162000,5,0.014
Cioffi,3,196,62,82,86,87,73,69,70,67,65,64,66,68,65,72,64,72,66,55,50,87,77,66,78,72,50,76,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,4,4,2709,Torino,9320688,5010000,3,0.049
Oguro,12,177,78,39,72,81,78,82,85,83,76,84,71,68,74,71,81,72,82,67,65,79,75,83,90,73,50,76,5,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,7,6,2710,Torino,11729315,4866000,2,0.07
De Sanctis,0,190,30,87,88,65,64,66,92,80,46,54,44,55,65,60,39,79,40,36,39,46,83,52,56,68,85,66,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,4,4,2711,Udinese,6420000,4919000,2,0.018
Natali,3,186,55,82,86,82,75,75,83,71,69,70,68,70,73,72,56,75,63,56,58,73,83,69,62,73,50,75,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,27,5,5,2712,Udinese,8049902,4582000,3,0.023
Felipe,3,188,54,79,83,83,78,76,78,75,75,66,72,70,78,67,63,75,65,60,62,72,81,76,62,72,50,76,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,22,4,4,2713,Udinese,13253166,3705000,2,0.046
D. Zenoni,7,185,65,70,80,85,80,73,67,73,75,72,73,72,73,70,64,79,63,66,65,72,71,75,68,74,50,78,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,5,5,2714,Udinese,4246500,2534000,3,0.047
Motta,4,183,68,68,79,82,82,76,76,74,74,77,72,72,77,76,60,77,60,56,62,72,82,75,69,65,50,73,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,A,20,5,5,2715,Udinese,12845280,3070000,5,0.021
Pinzi,7,180,66,72,75,88,82,81,79,79,76,78,75,80,76,76,72,82,75,60,69,71,76,76,67,76,50,74,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,A,25,5,5,2716,Udinese,11827862,4891000,3,0.049
Di Natale,11,170,82,40,73,82,89,88,82,85,83,88,82,77,83,75,82,78,88,75,82,78,79,86,85,76,50,83,7,5,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,29,6,5,2717,Udinese,27379500,20772000,3,0.037
Paoletti,0,190,30,76,78,58,66,71,82,67,43,46,47,49,53,63,38,81,39,39,40,41,80,43,56,67,76,67,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,4,4,2718,Messina,1618350,1014000,3,0.014
Rinaldi,3,184,51,67,76,76,73,73,70,67,62,65,65,69,67,68,56,74,52,52,60,75,77,69,59,64,50,66,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,19,5,5,2719,Udinese,6572621,1659000,2,0.006
Coda,3,188,50,75,83,80,73,72,73,70,65,70,65,67,66,70,58,77,57,57,50,76,77,69,60,67,50,72,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,5,5,2720,Udinese,8178353,2367000,4,0.008
A. Dossena,3,180,58,68,73,82,75,72,70,68,70,65,65,68,72,67,56,75,58,56,60,72,76,70,66,68,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,25,5,5,2721,Udinese,3624338,1867000,3,0.031
Izco,9,177,75,60,76,83,75,78,74,71,69,69,74,71,69,68,60,74,60,56,58,73,74,71,61,70,50,66,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,5,5,2722,Catania,5979176,2015000,2,0.003
