overall,id,player_name,position_name,registered_position,age,nationality,height,weight,club_id,attack,defense,balance,stamina,top_speed,acceleration,technique,mentality,team_work,consistency
78,4285,Kurányi,Unknown,12,24,Germany,190,80,52,84,42,83,78,77,75,80,75,80,5
78,4288,Mathias Abel,Unknown,3,24,Germany,188,80,52,55,71,84,80,72,69,67,67,70,5
78,4291,Pander,Unknown,4,23,Germany,186,80,52,70,62,79,79,76,73,68,64,65,4
78,4298,Kunert,Unknown,5,19,Germany,175,66,52,68,69,77,84,80,75,74,76,79,4
78,4307,A. Farnerud,Unknown,8,21,Sweden,182,71,49,71,40,75,73,80,82,83,65,64,4
78,4308,Van Hout,Unknown,12,29,Belgium,185,77,71,75,35,78,75,81,80,75,71,68,4
78,4310,Langer,Unknown,0,21,Austria,195,85,49,30,71,85,57,65,64,46,64,62,4
78,4315,H. Gerber,Unknown,4,33,Germany,181,73,49,66,70,76,84,77,80,72,74,75,6
78,4317,Meißner,Unknown,7,33,Germany,176,73,49,76,67,74,86,78,81,76,80,85,6
78,4324,Drsek,Unknown,3,29,Czech Republic,192,88,71,55,81,82,78,75,73,71,80,78,5
78,4326,Bönig,Unknown,4,26,Germany,178,73,71,72,70,78,80,78,77,75,70,72,4
78,4340,Bechmann,Unknown,12,24,Denmark,183,80,71,74,54,74,77,80,85,80,69,68,5
78,4344,Grote,Unknown,8,20,Germany,183,78,71,71,62,70,70,80,82,77,70,75,4
78,4348,Fritz,Unknown,4,25,Germany,183,77,27,69,58,79,82,80,76,74,68,70,5
78,4351,Hunt,Unknown,11,20,Germany,183,70,27,78,32,73,77,78,80,83,68,63,4
78,4362,Krasic,Unknown,8,22,Serbia and Montenegro,185,75,34,74,45,75,82,80,77,77,65,70,4
78,4367,Schulz,Unknown,4,22,Germany,185,79,8,65,66,79,82,78,73,74,69,65,5
78,4373,Jadson,Unknown,9,22,Brazil,168,67,21,73,44,68,75,74,75,83,65,65,4
78,4376,Makiadi,Unknown,8,22,Germany,178,75,7,67,40,75,72,81,83,76,66,62,4
78,4394,Kucher,Unknown,3,23,Ukraine,184,77,21,53,76,83,77,78,76,75,71,71,4
78,4442,Kroos,Unknown,7,17,Germany,180,69,141,70,67,76,80,73,69,80,70,75,6
78,4444,S. Kjær,Unknown,3,19,Denmark,189,82,141,52,73,83,76,74,72,71,71,77,7
78,4449,R. Lewandowski,Unknown,12,19,Poland,185,79,141,75,30,76,80,76,77,77,70,70,5
78,4452,S. Doumbia,Unknown,12,18,Cote d'Ivoire,179,70,141,70,30,73,76,88,85,70,50,67,6
78,4455,M. Cáceres,Unknown,4,19,Uruguay,180,78,141,58,72,73,77,83,77,70,70,66,7
78,4459,K. Honda,Unknown,9,21,Japan,177,78,94,75,41,71,76,73,75,86,60,66,4
78,4468,M. Balotelli,Unknown,12,17,Italy,189,73,141,76,25,83,71,79,74,75,53,60,6
78,4471,Diego Costa,Unknown,12,19,Brazil,186,88,141,75,33,80,74,75,77,78,65,65,5
78,4500,David Luiz,Unknown,3,19,Brazil,186,78,141,50,73,80,81,76,72,75,70,70,6
78,4506,F. De Boer,Unknown,3,36,Netherlands,179,79,141,66,80,78,72,68,65,80,76,71,6
78,4524,P. Aubameyang,Unknown,12,19,Gabon,185,74,141,70,35,71,75,88,83,77,70,71,6
78,4534,Immobile,Unknown,12,18,Italy,184,80,141,74,32,79,80,77,78,76,67,68,4
78,4550,Diego Capel,Unknown,8,19,Spain,173,67,141,67,40,67,73,80,80,76,67,65,4
78,4562,Dugarry,Unknown,12,34,France,188,78,141,81,55,83,81,76,71,81,70,78,6
78,4574,Jorge Costa,Unknown,3,35,Portugal,188,86,141,54,83,88,75,69,64,74,88,83,7
78,4579,A. Ramsey,Unknown,9,17,Wales,178,76,141,66,62,75,77,75,78,80,63,65,7
78,4596,D. De Gea,Unknown,0,18,Spain,190,71,141,35,80,77,57,64,63,50,71,67,4
78,4607,Rowland,Unknown,12,19,England,176,69,141,83,40,74,75,68,86,87,86,63,3
78,4637,Kaiser,Unknown,7,19,Germany,176,72,141,83,61,74,73,83,72,81,88,78,7
78,4644,Bianchi,Unknown,3,19,Italy,183,75,84,57,79,84,76,69,77,51,80,69,7
78,4718,Borges,Unknown,0,19,Brazil,174,78,141,41,78,80,68,65,73,63,80,58,5
78,4740,Gunther,Unknown,3,19,Germany,183,84,74,30,79,86,72,69,74,54,82,72,4
78,4741,Huber,Unknown,0,19,United States,190,87,141,15,80,76,67,50,41,39,92,68,4
78,4746,Espinosa,Unknown,9,19,Spain,171,63,141,81,28,66,63,87,86,77,75,62,5
78,4756,Fredriksson,Unknown,0,19,Sweden,194,83,141,35,78,81,44,57,50,68,96,73,5
78,32937,Olimpa,Unknown,0,18,France,186,81,111,30,70,78,58,71,70,52,65,62,4
78,32945,Géder,Unknown,3,27,Brazil,181,76,2,57,75,80,80,75,73,72,74,74,6
78,32950,Kovalchuk,Unknown,7,24,Ukraine,182,76,2,70,65,76,80,77,74,80,72,70,4
77,2,Scharner,Unknown,3,26,Austria,191,80,1,62,74,84,81,72,71,72,70,65,4
77,5,Pogatetz,Unknown,4,23,Austria,187,82,3,68,65,75,80,75,72,78,69,67,4
77,15,Feldhofer,Unknown,3,27,Austria,182,76,141,53,73,78,82,76,75,72,73,75,5
77,16,A. Ibertsberger,Unknown,4,24,Austria,177,78,141,63,67,77,80,76,75,75,72,75,6
77,17,Gercaliu,Unknown,4,20,Austria,181,76,141,62,66,78,80,76,74,72,65,74,5
77,23,Kuljic,Unknown,12,29,Austria,179,76,141,76,38,74,78,75,80,73,66,69,4
77,40,Collen,Unknown,4,26,Belgium,183,84,15,60,72,79,80,75,74,69,69,70,4
77,46,Vandenbergh,Unknown,12,23,Belgium,179,71,141,74,34,74,78,75,77,74,71,66,4
77,48,Topuzakov,Unknown,3,29,Bulgaria,182,73,141,65,66,80,85,82,80,68,74,77,5
77,50,Kishishev,Unknown,4,32,Bulgaria,180,78,141,72,66,74,82,79,77,70,69,80,5
77,51,I. Petrov,Unknown,4,30,Bulgaria,180,75,141,70,66,76,84,76,75,75,70,70,5
77,61,Karaslavov,Unknown,4,26,Bulgaria,186,84,141,60,69,82,80,73,72,68,70,72,4
77,67,Jankovic,Unknown,9,32,Bulgaria,180,84,141,79,43,79,80,74,72,79,70,71,6
77,87,Vranjes,Unknown,7,26,Croatia,186,77,27,68,68,76,81,75,72,80,72,77,5
77,92,Bosnjak,Unknown,12,27,Croatia,180,72,141,74,40,73,78,80,76,80,64,67,5
77,94,Rozehnal,Unknown,3,26,Czech Republic,191,80,36,58,76,79,83,82,80,75,70,75,5
77,106,Mares,Unknown,4,30,Czech Republic,185,77,141,65,68,82,81,75,73,77,69,73,4
77,110,Sardo,Unknown,4,27,Italy,190,87,42,57,78,80,81,74,75,68,75,80,6
77,120,N. Jensen,Unknown,4,32,Denmark,179,82,45,71,66,72,80,80,78,73,72,73,6
77,131,Jacobsen,Unknown,4,27,Denmark,181,76,50,60,66,79,80,76,74,69,68,72,4
77,132,Wurtz,Unknown,5,23,Denmark,179,68,141,63,67,72,83,78,75,75,73,76,5
77,176,Riihilahti,Unknown,5,30,Finland,184,76,141,65,67,80,86,74,72,76,71,77,5
77,258,Éger,Unknown,3,29,Hungary,188,81,141,60,71,84,80,74,72,73,71,71,4
77,259,Takács,Unknown,3,24,Hungary,184,80,141,45,72,81,79,74,73,62,70,65,4
77,260,Hajnal,Unknown,7,25,Hungary,165,67,141,70,57,65,82,82,81,77,69,65,4
77,270,Balog,Unknown,4,28,Hungary,182,78,141,54,74,78,80,75,74,73,67,66,4
77,276,Kerekes,Unknown,12,33,Hungary,192,88,73,74,30,85,75,79,70,76,72,67,4
77,279,O'Brien,Unknown,3,27,Ireland,191,74,26,53,80,83,78,68,67,67,78,75,4
77,293,Finnan,Unknown,4,30,Ireland,183,78,44,73,70,72,87,75,80,77,70,82,5
77,315,Zaccardo,Unknown,3,24,Italy,182,74,38,63,76,75,84,75,69,70,73,77,6
77,327,Zirnis,Unknown,4,29,Latvia,179,78,121,67,68,73,83,78,76,67,65,67,4
77,330,Solonichins,Unknown,8,26,Latvia,182,72,141,73,47,76,81,80,77,76,70,73,4
77,336,Zavoronkovs,Unknown,3,29,Latvia,186,80,141,57,71,83,80,72,67,68,72,72,4
77,362,De Cler,Unknown,4,27,Netherlands,179,69,29,69,67,71,86,78,76,72,74,75,5
77,371,A. Hughes,Unknown,3,26,Northern Ireland,183,71,19,64,78,78,84,74,75,77,77,82,6
77,373,Capaldi,Unknown,4,25,Northern Ireland,183,76,141,69,63,78,81,77,74,74,70,75,5
77,377,Elliott,Unknown,10,28,Northern Ireland,178,74,141,71,38,69,80,79,82,75,69,69,4
77,380,Ingham,Unknown,0,26,Northern Ireland,193,83,141,30,75,80,60,64,63,44,67,68,4
77,382,M. Duff,Unknown,3,27,Northern Ireland,185,74,141,60,72,85,80,75,72,70,71,73,4
77,386,Brunt,Unknown,7,21,Northern Ireland,185,74,141,74,56,75,80,77,74,76,67,68,5
77,390,Feeney,Unknown,12,25,Northern Ireland,178,66,141,76,34,71,77,75,77,74,72,71,5
77,391,Andy Smith,Unknown,12,26,Northern Ireland,173,73,141,76,36,69,76,81,80,76,75,68,4
77,393,Hagen,Unknown,3,31,Norway,185,84,141,56,77,83,76,69,70,66,69,67,5
77,397,Hæstad,Unknown,5,22,Norway,170,73,121,60,66,72,88,84,81,72,68,76,6
77,407,Hoiland,Unknown,3,29,Norway,187,82,141,54,75,82,77,72,68,65,68,70,4
77,412,Rushfeldt,Unknown,12,33,Norway,188,86,141,73,60,88,88,72,70,75,72,70,5
77,418,Baszczynski,Unknown,4,29,Poland,182,75,141,67,64,72,83,81,75,73,73,73,5
77,431,Lewandowski,Unknown,5,27,Poland,185,84,21,57,76,84,85,74,69,73,71,73,5
77,437,Rasiak,Unknown,12,27,Poland,190,84,141,75,39,85,76,74,70,79,70,72,5
77,466,Petre,Unknown,5,24,Romania,188,83,141,68,70,80,80,72,71,77,70,74,4
77,468,Balan,Unknown,8,25,Romania,176,69,141,67,50,69,78,78,77,78,67,71,5
77,478,Badoi,Unknown,6,30,Romania,182,75,141,67,61,73,83,80,76,74,69,71,5
77,482,Oprita,Unknown,10,25,Romania,184,82,141,74,34,83,81,79,73,73,73,68,4
77,504,Pavlyuchenko,Unknown,12,24,Russia,188,78,2,77,36,78,76,81,73,80,70,73,5
77,512,Dailly,Unknown,3,33,Scotland,183,81,88,59,75,78,80,74,73,70,81,73,6
77,533,N. Djordjevic,Unknown,3,27,Serbia and Montenegro,183,72,141,60,74,80,80,74,74,69,70,75,5
77,534,Dragutinovic,Unknown,4,30,Serbia and Montenegro,184,83,47,68,70,79,83,77,73,77,81,73,5
77,535,Duljaj,Unknown,5,26,Serbia and Montenegro,175,71,21,63,77,73,84,75,70,78,71,75,5
77,537,Konko,Unknown,8,22,France,175,77,95,70,56,82,82,77,74,73,66,70,6
77,557,Had,Unknown,4,24,Slovakia,189,78,141,66,67,82,80,75,72,69,72,74,5
77,561,Hodur,Unknown,9,27,Slovakia,178,70,141,75,45,70,77,76,75,81,68,69,5
77,567,Gresko,Unknown,4,29,Slovakia,183,72,39,76,57,72,80,82,78,80,66,68,4
77,569,Valachovic,Unknown,5,31,Slovakia,189,86,141,60,72,85,79,70,68,70,71,72,4
77,574,Reiter,Unknown,11,31,Slovakia,180,73,141,77,43,73,80,78,80,75,74,69,4
77,586,Rodic,Unknown,12,26,Slovenia,187,81,141,76,40,82,80,76,74,74,71,73,5
77,589,Brecko,Unknown,4,22,Slovenia,178,77,141,67,61,71,80,79,76,75,70,69,4
77,598,Dedic,Unknown,12,22,Slovenia,182,77,99,70,41,75,74,83,80,79,64,60,4
77,637,Stenman,Unknown,4,23,Sweden,187,82,25,64,67,83,80,75,70,70,68,72,4
77,652,Wicky,Unknown,5,29,Switzerland,178,75,13,71,70,74,84,76,74,76,70,84,6
77,661,Djourou,Unknown,3,19,Switzerland,191,83,40,65,70,81,81,77,76,76,64,68,3
77,664,Margairaz,Unknown,9,22,Switzerland,185,80,141,74,53,78,83,75,75,76,68,72,5
77,670,Ibrahim Toraman,Unknown,3,24,Turkey,179,74,104,70,73,78,82,80,75,80,72,82,7
77,672,Ümit Ozat,Unknown,4,29,Turkey,186,84,96,65,80,81,82,75,73,75,74,86,7
77,673,Selcuk,Unknown,5,25,Turkey,187,81,96,65,69,83,82,77,74,75,64,77,4
77,689,Ibrahim Akin,Unknown,12,22,Turkey,182,72,104,75,47,70,80,82,75,80,66,63,5
77,693,Vaschuk,Unknown,3,31,Ukraine,180,72,85,51,81,77,74,66,65,68,76,79,4
77,707,Shelayev,Unknown,5,29,Ukraine,182,74,141,68,67,78,84,75,74,74,72,75,5
77,730,Edwards,Unknown,4,23,Wales,185,74,141,60,66,76,80,77,74,72,67,69,4
77,731,Crofts,Unknown,4,22,Wales,175,73,141,69,58,71,84,76,75,70,73,65,5
77,738,Jamba,Unknown,3,29,Angola,183,80,141,57,72,78,82,80,78,68,70,70,3
77,741,Delgado,Unknown,4,27,Angola,178,78,141,67,53,78,83,75,74,72,60,60,3
77,742,Andre Macanga,Unknown,5,28,Angola,175,72,141,69,64,76,83,75,73,82,73,77,5
77,748,Lama,Unknown,0,25,Angola,193,83,141,30,73,80,58,67,68,45,68,66,3
77,749,Mario,Unknown,0,21,Angola,184,80,141,30,71,77,58,67,69,47,66,60,4
77,754,Miloy,Unknown,5,25,Angola,184,78,141,63,65,82,85,76,75,73,70,78,5
77,766,Saidou,Unknown,9,28,Cameroon,180,72,60,67,67,80,82,80,77,74,68,67,5
77,776,Wamfor,Unknown,5,25,Cameroon,175,75,141,62,66,80,80,81,76,71,68,60,4
77,778,M'bia,Unknown,8,20,Cameroon,188,87,101,68,60,76,78,82,82,70,64,63,3
77,784,Paci,Unknown,3,27,Italy,185,85,99,49,76,82,77,70,68,69,68,73,5
77,798,Domoraud,Unknown,3,35,Cote d'Ivoire,180,75,141,65,72,78,84,83,81,72,73,63,4
77,800,Fae,Unknown,7,22,Cote d'Ivoire,174,71,60,63,69,79,86,83,74,74,69,72,5
77,807,Mensah,Unknown,3,23,Ghana,177,72,101,57,72,80,81,80,76,69,67,65,5
77,810,Pappoe,Unknown,3,25,Ghana,176,70,141,58,70,80,81,77,78,74,70,73,3
77,811,Addo,Unknown,5,27,Ghana,182,72,104,58,67,81,85,80,79,71,69,66,4
77,825,Boateng,Unknown,8,23,Ghana,185,78,141,71,55,82,75,81,78,78,65,62,4
77,826,Pimpong,Unknown,9,23,Ghana,178,76,50,76,43,72,79,80,83,76,69,68,4
77,827,Otto Addo,Unknown,8,31,Ghana,189,78,110,75,45,80,75,79,78,81,68,61,4
77,841,Nwaneri,Unknown,3,24,Nigeria,180,80,141,50,72,82,77,75,74,67,75,67,4
77,854,A. Mokoena,Unknown,5,25,South Africa,183,78,78,64,73,80,82,83,78,72,72,69,5
77,864,Kannemeyer,Unknown,3,29,South Africa,170,72,141,60,74,78,80,80,77,70,70,70,4
77,865,Gaxa,Unknown,4,22,South Africa,160,63,141,65,60,63,80,83,80,76,65,64,4
77,871,Nkosi,Unknown,9,25,South Africa,180,80,141,73,45,72,77,77,71,81,66,70,4
77,887,Obilale,Unknown,0,22,Togo,186,81,141,30,73,83,58,67,66,46,72,60,4
77,890,Toure,Unknown,4,18,Togo,179,76,141,62,58,70,80,83,77,77,60,55,3
77,903,Mnari,Unknown,5,29,Tunisia,184,82,39,66,67,81,76,70,70,76,72,75,5
77,905,Chedli,Unknown,9,30,Tunisia,177,72,141,73,60,73,85,75,74,77,70,65,5
77,909,Nefzi,Unknown,0,32,Tunisia,183,86,141,30,73,80,61,65,66,47,67,60,4
77,934,Badilla,Unknown,3,22,Costa Rica,181,73,141,53,72,80,76,76,73,68,68,72,4
77,943,Bernard,Unknown,12,28,Costa Rica,185,85,141,76,37,82,74,77,74,78,66,66,4
77,951,Pineda,Unknown,4,24,Mexico,177,67,141,65,72,75,81,75,76,75,71,78,5
77,957,Suárez,Unknown,3,37,Mexico,181,75,141,61,87,78,67,68,73,77,87,83,6
77,972,Yorke,Unknown,12,34,Trinidad and Tobago,182,75,34,82,50,76,73,74,75,85,76,82,6
77,981,Cox,Unknown,3,35,Trinidad and Tobago,183,77,141,50,72,83,71,68,68,63,73,70,4
77,983,Whitley,Unknown,5,29,Trinidad and Tobago,180,82,141,65,65,76,82,80,80,76,64,67,4
77,988,Jones,Unknown,12,22,Trinidad and Tobago,188,78,141,68,50,82,75,79,76,75,61,63,3
77,993,Cherundolo,Unknown,4,27,United States,170,69,18,72,67,67,86,81,78,74,67,71,5
77,994,Lewis,Unknown,8,32,United States,178,71,141,75,56,73,80,78,72,79,70,72,5
77,1003,Bocanegra,Unknown,3,27,United States,180,84,45,58,75,82,76,73,70,66,72,72,4
77,1007,Olsen,Unknown,5,29,United States,173,68,141,69,69,73,88,76,78,75,72,76,5
77,1011,Ching,Unknown,12,28,United States,185,89,141,77,29,83,76,74,70,74,70,74,5
77,1063,Ormeño,Unknown,5,29,Chile,178,78,141,61,75,79,86,72,72,75,78,76,5
77,1075,J. Contreras,Unknown,4,28,Chile,173,65,141,65,62,72,81,78,78,75,72,75,5
77,1079,Humberto Suazo,Unknown,12,25,Chile,172,75,141,76,41,78,76,79,78,78,66,64,4
77,1086,Passo,Unknown,4,26,Colombia,183,78,141,55,72,79,81,75,73,72,70,72,4
77,1088,Viafara,Unknown,5,27,Colombia,188,80,141,65,67,84,83,86,74,73,68,64,5
77,1095,De La Cuesta,Unknown,3,23,Colombia,184,73,122,54,73,78,81,82,72,67,65,58,4
77,1097,Pacheco,Unknown,4,30,Colombia,169,70,141,69,63,70,84,80,82,76,73,70,4
77,1100,Castrillon,Unknown,5,23,Colombia,178,70,141,66,69,72,76,76,77,82,66,76,6
77,1121,Urrutia,Unknown,7,29,Ecuador,178,65,141,69,65,70,81,74,72,81,68,69,5
77,1122,Ambrossi,Unknown,8,26,Ecuador,177,70,141,69,60,71,83,78,80,75,68,64,5
77,1131,Caniza,Unknown,4,32,Paraguay,174,70,141,68,76,72,87,78,78,77,72,83,6
77,1143,Jorge Núñez,Unknown,4,28,Paraguay,176,78,141,70,59,73,81,77,73,74,68,68,5
77,1153,A. Rodríguez,Unknown,3,22,Peru,182,73,94,52,76,76,78,81,75,67,68,68,5
77,1155,Vargas,Unknown,4,23,Peru,182,75,42,68,64,72,81,77,78,73,69,68,5
77,1157,Zegarra,Unknown,5,29,Peru,187,74,141,73,63,74,81,75,78,77,65,68,5
77,1160,Vasallo,Unknown,12,28,Peru,187,78,141,78,36,81,75,76,73,81,70,66,4
77,1164,Salazar,Unknown,3,30,Peru,178,72,141,60,75,75,80,80,75,75,75,75,5
77,1166,Vílchez,Unknown,4,28,Peru,183,80,141,63,70,72,82,74,79,76,70,70,5
77,1179,Diego Pérez,Unknown,5,26,Uruguay,178,80,31,61,72,81,83,76,76,75,70,75,5
77,1202,Nekounam,Unknown,5,25,Iran,186,76,97,71,67,79,84,76,70,72,65,74,6
77,1222,Miyamoto,Unknown,2,29,Japan,176,72,141,60,78,71,77,67,68,70,78,82,5
77,1234,Kaji,Unknown,4,26,Japan,177,73,141,68,67,72,85,80,78,70,70,73,3
77,1235,K. Nakata,Unknown,5,27,Japan,182,74,141,63,70,78,81,73,72,75,70,82,5
77,1244,Tukar,Unknown,3,30,Saudi Arabia,185,79,141,46,75,80,75,73,69,70,69,76,5
77,1245,Al-Montashari,Unknown,3,24,Saudi Arabia,176,70,141,47,77,82,77,76,75,72,68,75,5
77,1247,Al-Sulimani,Unknown,4,29,Saudi Arabia,172,65,141,68,65,63,80,82,80,72,66,69,4
77,1261,Ameen,Unknown,9,26,Saudi Arabia,177,81,141,73,45,77,76,84,82,75,67,66,4
77,1269,Song Chong Gug,Unknown,4,27,South Korea,175,71,141,68,71,76,86,78,76,72,60,80,4
77,1272,Lee Eul Yong,Unknown,7,31,South Korea,182,70,141,69,70,79,84,74,73,70,75,78,5
77,1281,Cho Won Hee,Unknown,4,23,South Korea,177,73,141,70,67,79,84,81,76,73,73,73,5
77,1284,Baek Ji Hoon,Unknown,7,21,South Korea,175,67,141,72,69,79,83,76,74,77,67,70,5
77,1291,Neill,Unknown,3,28,Australia,185,76,78,64,75,83,80,78,73,70,70,70,5
77,1292,Chipperfield,Unknown,8,30,Australia,180,80,141,72,62,81,84,82,71,75,73,76,4
77,1303,Beauchamp,Unknown,3,25,Australia,191,85,39,50,71,88,74,69,66,63,70,67,4
77,1316,Wilson,Unknown,4,31,England,172,73,141,66,75,80,80,80,78,75,78,85,6
77,1350,Deschamps,Unknown,5,28,France,174,71,141,65,80,80,87,75,76,72,87,85,7
77,1430,Cuciuffo,Unknown,4,25,Argentina,176,72,141,72,78,78,84,75,73,77,75,83,5
77,1489,Armand Traore,Unknown,4,17,France,185,70,40,58,63,75,79,80,76,70,62,66,3
77,1490,Ridgewell,Unknown,3,22,England,188,72,19,58,74,74,76,78,78,70,66,68,5
77,1492,McCann,Unknown,5,28,England,180,70,19,66,74,82,86,68,74,72,82,70,5
77,1495,L. Moore,Unknown,12,20,England,180,76,19,75,33,72,75,85,83,75,65,63,5
77,1503,Whittingham,Unknown,8,22,England,178,63,19,65,68,72,78,82,77,80,60,65,5
77,1517,Peter,Unknown,8,20,Germany,173,70,78,71,50,66,73,80,80,78,65,66,5
77,1532,Speed,Unknown,7,36,Wales,178,81,56,70,69,84,80,71,77,76,80,81,6
77,1533,Nolan,Unknown,7,24,England,183,89,56,78,56,85,84,73,72,77,72,75,5
77,1535,K. Davies,Unknown,12,29,England,183,80,56,77,58,87,82,74,76,75,69,80,5
77,1541,Pedersen,Unknown,12,31,Denmark,185,84,56,76,50,81,79,76,74,75,70,70,5
77,1561,Lisbie,Unknown,12,28,Jamaica,178,73,48,77,41,74,77,88,83,70,69,73,5
77,1562,Randolph,Unknown,0,19,Ireland,186,78,48,30,70,84,57,60,63,47,65,64,3
77,1573,Lassana Diarra,Unknown,7,21,France,173,68,35,66,63,71,83,79,74,77,68,71,4
77,1579,P. Neville,Unknown,5,29,England,180,76,90,70,69,75,82,79,77,75,72,80,6
77,1591,Vaughan,Unknown,12,18,England,180,78,90,69,27,77,73,80,77,77,61,60,4
77,1594,Ruddy,Unknown,0,20,England,191,80,90,30,71,82,56,65,64,43,65,63,3
77,1604,Bouba Diop,Unknown,7,28,Senegal,194,94,45,75,67,91,82,74,76,75,68,80,5
77,1611,Garics,Unknown,4,22,Austria,183,75,128,58,68,79,80,75,74,71,67,70,7
77,1612,Noble,Unknown,7,19,England,173,70,49,71,65,72,78,78,75,76,70,72,4
77,1624,Koenders,Unknown,4,19,Netherlands,180,76,129,58,67,78,80,80,77,75,65,66,5
77,1638,Thatcher,Unknown,4,30,Wales,178,80,109,67,72,72,84,80,75,70,71,70,5
77,1641,Barton,Unknown,7,24,England,175,70,31,68,70,80,83,70,77,76,68,76,6
77,1657,Hart,Unknown,0,19,England,196,80,74,30,70,81,60,66,63,49,65,63,3
77,1658,Jordan,Unknown,4,24,England,183,70,22,64,65,79,84,75,72,73,67,69,4
77,1675,Boateng,Unknown,5,31,Netherlands,175,69,3,67,76,75,91,79,80,79,73,71,7
77,1678,Adam Johnson,Unknown,8,19,England,175,62,3,68,45,71,73,81,78,75,65,63,4
77,1684,Anthony McMahon,Unknown,4,20,England,180,72,3,67,65,72,80,80,76,74,64,68,5
77,1709,Edgar,Unknown,4,19,Canada,188,70,11,61,66,75,79,78,77,70,63,68,4
77,1721,M. Taylor,Unknown,8,24,England,178,74,26,74,63,77,80,77,76,77,74,76,5
77,1732,R. Hughes,Unknown,8,27,Scotland,183,83,26,73,57,77,77,76,78,79,68,73,5
77,1737,Ingimarsson,Unknown,3,29,Iceland,183,79,72,53,74,80,82,73,72,70,70,73,5
77,1738,Murty,Unknown,4,31,Scotland,178,75,72,68,62,77,83,77,75,73,75,75,4
77,1740,Harper,Unknown,7,25,England,178,71,72,72,63,74,80,79,77,75,71,70,4
77,1745,Federici,Unknown,0,21,Australia,188,90,72,30,72,82,58,64,66,48,64,60,3
77,1753,Torbinski,Unknown,8,22,Russia,175,68,2,70,44,67,76,83,77,74,67,64,6
77,1768,Sommeil,Unknown,3,32,France,179,74,77,50,75,80,80,73,70,63,74,69,5
77,1777,Gatti,Unknown,5,24,Italy,168,67,128,69,62,67,80,78,75,82,69,77,5
77,1782,Wright,Unknown,4,35,England,163,61,77,70,65,75,82,75,73,72,75,76,5
77,1789,Stalteri,Unknown,4,29,Canada,181,77,53,72,65,72,84,80,75,78,70,76,6
77,1800,Reto Ziegler,Unknown,8,20,Switzerland,183,79,8,70,60,77,80,78,78,76,70,73,5
77,1806,Lee Barnard,Unknown,12,22,England,180,68,53,70,35,73,80,77,78,74,62,65,4
77,1818,Henderson,Unknown,12,25,England,185,84,132,76,44,84,75,74,72,83,68,75,5
77,1827,D. Francis,Unknown,7,27,Jamaica,188,81,132,70,60,79,80,80,77,75,67,73,6
77,1832,Job,Unknown,12,28,Cameroon,178,70,117,78,40,77,79,82,77,80,64,72,4
77,1834,Priskin,Unknown,12,20,Hungary,185,73,132,70,35,78,81,78,75,74,64,70,4
77,1864,Jackson,Unknown,3,35,England,183,82,1,55,72,80,78,72,69,67,75,75,5
77,1868,Teale,Unknown,8,28,Scotland,175,72,1,74,52,70,81,76,78,74,72,70,4
77,1871,Smith,Unknown,12,26,England,173,72,132,75,40,76,80,81,80,74,77,75,5
77,1876,F. Thomas,Unknown,5,26,France,186,82,10,67,70,78,81,75,74,72,68,69,4
77,1878,Alain Traoré,Unknown,8,17,Burkina Faso,176,66,10,70,45,76,73,81,79,71,64,63,4
77,1880,Kaalabane,Unknown,3,25,Guinea,185,79,10,54,73,80,77,76,75,68,70,67,5
77,1881,Vadócz,Unknown,3,21,Hungary,183,71,10,54,72,82,80,73,71,68,69,73,4
77,1884,Jaures,Unknown,4,29,France,176,79,10,69,72,71,82,76,74,74,72,73,5
77,1888,Issa Ba,Unknown,8,24,Senegal,185,77,10,72,45,81,77,80,77,76,69,70,5
77,1907,Marange,Unknown,4,20,France,176,70,111,65,58,69,77,82,80,73,64,63,3
77,1909,Mavuba,Unknown,5,22,France,172,68,111,68,70,72,85,80,82,78,72,69,4
77,1917,Cerdan,Unknown,3,24,France,191,85,107,52,74,81,77,73,73,72,75,74,4
77,1919,Bonnart,Unknown,4,26,France,170,66,107,67,66,85,85,76,73,72,78,83,6
77,1924,Samassa,Unknown,12,20,France,188,82,107,72,35,83,78,75,77,76,67,65,4
77,1941,Hilton,Unknown,3,29,Brazil,182,73,109,50,76,78,80,73,75,68,70,70,4
77,1943,Vignal,Unknown,4,25,France,180,78,109,69,61,74,83,80,76,76,67,71,4
77,1946,Thomert,Unknown,12,26,France,180,75,109,77,46,79,74,81,80,69,62,67,4
77,1950,Chabbert,Unknown,0,28,France,185,78,109,30,80,81,58,57,64,50,76,60,3
77,1952,Coulibaly,Unknown,3,26,Mali,186,83,109,50,73,85,70,72,75,66,69,62,4
77,1962,Plestan,Unknown,3,25,France,184,73,103,55,74,81,80,75,73,74,68,68,4
77,1966,Michel Bastos,Unknown,8,23,Brazil,179,71,55,67,60,76,80,80,76,77,66,68,4
77,1975,Debuchy,Unknown,4,21,France,187,74,103,67,61,74,76,80,72,77,64,78,6
77,1979,Lacroix,Unknown,0,21,France,193,83,103,30,71,83,56,66,65,43,62,60,4
77,1983,Samuel Robail,Unknown,9,21,France,173,68,103,68,42,65,78,77,78,76,65,68,3
77,1984,Mirallas,Unknown,12,19,France,179,69,103,72,34,75,77,76,81,76,62,67,3
77,1990,Morel,Unknown,4,22,France,172,71,116,69,55,75,80,76,77,75,70,71,4
